track,domain,category,system_id,rag_method,embedding_model,generator_model,judge_model,questions,answer_correctness,gold_answer_correctness,evidence_recall,context_precision,failure_rate
end-to-end,finance,calculation,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,parent-child,parent-child,none,balanced-oss-llm,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,parent-child,parent-child,none,balanced-oss-llm,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,parent-child,parent-child,none,balanced-oss-llm,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,parent-child,parent-child,none,extractive-strict,citation-strict-judge-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,parent-child,parent-child,none,extractive-strict,exact-match-gold,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,parent-child,parent-child,none,extractive-strict,llm-judge-balanced-proxy,3,0.0,0.0,1.0,0.25,1.0
end-to-end,finance,calculation,parent-child,parent-child,none,reasoning-oss-llm,citation-strict-judge-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,parent-child,parent-child,none,reasoning-oss-llm,exact-match-gold,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,calculation,parent-child,parent-child,none,reasoning-oss-llm,llm-judge-balanced-proxy,3,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333
end-to-end,finance,direct_lookup,bm25,bm25,none,balanced-oss-llm,citation-strict-judge-proxy,2,0.0,0.5,0.5,0.125,1.0
end-to-end,finance,direct_lookup,bm25,bm25,none,balanced-oss-llm,exact-match-gold,2,0.5,0.5,0.5,0.125,0.5
end-to-end,finance,direct_lookup,bm25,bm25,none,balanced-oss-llm,llm-judge-balanced-proxy,2,0.5,0.5,0.5,0.125,0.5
end-to-end,finance,direct_lookup,bm25,bm25,none,extractive-strict,citation-strict-judge-proxy,2,0.0,0.5,0.5,0.125,1.0
end-to-end,finance,direct_lookup,bm25,bm25,none,extractive-strict,exact-match-gold,2,0.5,0.5,0.5,0.125,0.5
end-to-end,finance,direct_lookup,bm25,bm25,none,extractive-strict,llm-judge-balanced-proxy,2,0.5,0.5,0.5,0.125,0.5
end-to-end,finance,direct_lookup,bm25,bm25,none,reasoning-oss-llm,citation-strict-judge-proxy,2,0.0,0.5,0.5,0.125,1.0
end-to-end,finance,direct_lookup,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,2,0.5,0.5,0.5,0.125,0.5
end-to-end,finance,direct_lookup,bm25,bm25,none,reasoning-oss-llm,llm-judge-balanced-proxy,2,0.5,0.5,0.5,0.125,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,balanced-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,balanced-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,hybrid,hybrid,bge-m3-proxy,extractive-strict,citation-strict-judge-proxy,2,0.5,1.0,1.0,0.25,0.5
end-to-end,finance,direct_lookup,hybrid,hybrid,bge-m3-proxy,extractive-strict,exact-match-gold,2,1.0,1.0,1.0,0.25,0.0
end-to-end,finance,direct_lookup,hybrid,hybrid,bge-m3-proxy,extractive-strict,llm-judge-balanced-proxy,2,1.0,1.0,1.0,0.25,0.0
