source,track,domain,system_id,rag_method,embedding_model,generator_model,judge_model,questions,pass_rate,answer_correctness,evidence_recall,context_precision,citation_validity,no_answer_hallucination_rate,calculation_pass_rate,readiness_score,status,status_ko,blocking_issues,guidance,guidance_ko
benchmark,end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,19,0.8947368421052632,0.8947368421052632,1.0,0.2894736842105263,0.8947368421052632,0.0,0.6666666666666667,0.8918421052631579,pilot_candidate,파일럿 후보,citation_validity,Close to production; review citation_validity before rollout.,운영 후보에 가깝지만 인용 정확도를 먼저 점검해야 합니다.
benchmark,end-to-end,finance,dense-vector,dense-vector,finance-e5-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid-rerank,hybrid-rerank,bge-m3-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid-rerank,hybrid-rerank,finance-e5-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,pageindex-oss,pageindex-oss,bge-m3-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.25,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,pageindex-oss,pageindex-oss,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.25,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,pageindex-oss,pageindex-oss,finance-e5-proxy,balanced-oss-llm,exact-match-gold,19,0.736842105263158,0.7368421052631579,1.0,0.25,0.7368421052631579,0.0,0.0,0.7046052631578947,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,parent-child,parent-child,none,reasoning-oss-llm,exact-match-gold,19,0.631578947368421,0.631578947368421,0.6842105263157895,0.18859649122807018,0.631578947368421,0.0,0.6666666666666667,0.6793421052631577,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid,hybrid,bge-m3-proxy,balanced-oss-llm,exact-match-gold,19,0.6842105263157895,0.6842105263157895,0.9473684210526315,0.2763157894736842,0.6842105263157895,0.0,0.0,0.6643421052631578,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid,hybrid,e5-large-v2-proxy,balanced-oss-llm,exact-match-gold,19,0.6842105263157895,0.6842105263157895,0.9473684210526315,0.2763157894736842,0.6842105263157895,0.0,0.0,0.6643421052631578,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,dense-vector,dense-vector,e5-large-v2-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,dense-vector,dense-vector,finance-e5-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid-rerank,hybrid-rerank,bge-m3-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid-rerank,hybrid-rerank,e5-large-v2-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid-rerank,hybrid-rerank,finance-e5-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,pageindex-oss,pageindex-oss,bge-m3-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.25,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,pageindex-oss,pageindex-oss,e5-large-v2-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.25,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,pageindex-oss,pageindex-oss,finance-e5-proxy,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.25,0.631578947368421,0.0,0.0,0.6464473684210525,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,19,0.5789473684210527,0.5789473684210527,0.631578947368421,0.17543859649122806,0.5789473684210527,0.0,0.6666666666666667,0.639078947368421,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid,hybrid,finance-e5-proxy,balanced-oss-llm,exact-match-gold,19,0.631578947368421,0.631578947368421,0.8947368421052632,0.2631578947368421,0.631578947368421,0.0,0.0,0.624078947368421,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid,hybrid,bge-m3-proxy,extractive-strict,exact-match-gold,19,0.5789473684210527,0.5789473684210527,0.9473684210526315,0.2763157894736842,0.5789473684210527,0.0,0.0,0.6061842105263158,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid,hybrid,e5-large-v2-proxy,extractive-strict,exact-match-gold,19,0.5789473684210527,0.5789473684210527,0.9473684210526315,0.2763157894736842,0.5789473684210527,0.0,0.0,0.6061842105263158,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,hybrid,hybrid,finance-e5-proxy,extractive-strict,exact-match-gold,19,0.5263157894736843,0.5263157894736842,0.8947368421052632,0.2631578947368421,0.5263157894736842,0.0,0.0,0.565921052631579,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,parent-child,parent-child,none,balanced-oss-llm,exact-match-gold,19,0.4736842105263158,0.47368421052631576,0.6842105263157895,0.18859649122807018,0.47368421052631576,0.0,0.0,0.49210526315789477,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,parent-child,parent-child,none,extractive-strict,exact-match-gold,19,0.4736842105263158,0.47368421052631576,0.6842105263157895,0.18859649122807018,0.47368421052631576,0.0,0.0,0.49210526315789477,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,bm25,bm25,none,balanced-oss-llm,exact-match-gold,19,0.42105263157894735,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.0,0.0,0.4518421052631579,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,finance,bm25,bm25,none,extractive-strict,exact-match-gold,19,0.42105263157894735,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.0,0.0,0.4518421052631579,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,150,0.4,0.4,0.45555555555555555,0.13,0.4,0.0,0.17910447761194026,0.42967122719734663,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,hybrid,hybrid,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,150,0.4,0.4,0.43222222222222223,0.12333333333333334,0.4,0.0,0.19402985074626866,0.42695169983416253,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,hybrid,hybrid,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,150,0.3933333333333333,0.3933333333333333,0.44555555555555554,0.12666666666666668,0.3933333333333333,0.0,0.17910447761194026,0.42386289386401327,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,150,0.3733333333333333,0.37333333333333335,0.41444444444444445,0.125,0.37333333333333335,0.0,0.23880597014925375,0.41515700663349914,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,pageindex-oss,pageindex-oss,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,150,0.3733333333333333,0.37333333333333335,0.41444444444444445,0.125,0.37333333333333335,0.0,0.23880597014925375,0.41515700663349914,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,pageindex-oss,pageindex-oss,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,150,0.3666666666666667,0.36666666666666664,0.4111111111111111,0.12333333333333334,0.36666666666666664,0.0,0.22388059701492535,0.40852653399668326,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,150,0.3866666666666667,0.38666666666666666,0.41888888888888887,0.11666666666666667,0.38666666666666666,0.0,0.13432835820895528,0.4077964759535655,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,dense-vector,dense-vector,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,150,0.3666666666666667,0.36666666666666664,0.42444444444444446,0.12666666666666668,0.36666666666666664,0.0,0.17910447761194026,0.4046434494195688,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,dense-vector,dense-vector,e5-large-v2-proxy,reasoning-oss-llm,exact-match-gold,150,0.36,0.36,0.4177777777777778,0.125,0.36,0.0,0.17910447761194026,0.39954344941956876,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,dense-vector,dense-vector,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,150,0.36,0.36,0.4177777777777778,0.12333333333333334,0.36,0.0,0.17910447761194026,0.39954344941956876,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,hybrid-rerank,hybrid-rerank,finance-e5-proxy,reasoning-oss-llm,exact-match-gold,150,0.3733333333333333,0.37333333333333335,0.4033333333333333,0.11166666666666666,0.37333333333333335,0.0,0.14925373134328357,0.39936305970149255,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
benchmark,end-to-end,financebench-open-source,hybrid,hybrid,bge-m3-proxy,extractive-strict,exact-match-gold,150,0.36,0.36,0.45555555555555555,0.13,0.36,0.0,0.10447761194029848,0.3963771973466004,not_ready,운영 전 개선 필요,"pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation","Do not use as production default yet; improve pass_rate, answer_correctness, evidence_recall, citation_validity, financebench_calculation first.","아직 운영 기본값으로 쓰기 어렵습니다. 먼저 전체 통과율, 답변 정확도, 근거 회수율, 인용 정확도, FinanceBench 계산/표 질의를 개선해야 합니다."
