eval_id,track,domain,category,question_id,system_id,rag_method,embedding_model,generator_model,judge_model,success,score,latency_ms,estimated_cost,answer_correctness,evidence_recall,context_precision,citation_validity,abstention_correctness,failure_type,failed_assertions
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_backlog_obligations,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.375,59.0,9.803000000000001e-05,0.0,1.0,0.25,0.0,0.0,context_bloat,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,direct_lookup,fin_retention_metric,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,59.0,5.191e-05,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,direct_lookup,fin_retention_metric,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,0.00010316000000000001,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,direct_lookup,fin_retention_metric,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,4.876e-05,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,calculation,fin_margin_bridge,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.375,59.0,6.024e-05,0.0,1.0,0.25,0.0,0.0,context_bloat,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,calculation,fin_margin_bridge,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.375,59.0,5.377e-05,0.0,1.0,0.25,0.0,0.0,context_bloat,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,calculation,fin_margin_bridge,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.375,59.0,0.00011097,0.0,1.0,0.25,0.0,0.0,context_bloat,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,multi_section,fin_multi_doc_liability_compare,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,59.0,6.235000000000001e-05,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,multi_section,fin_multi_doc_liability_compare,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,59.0,6.251000000000001e-05,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,multi_section,fin_multi_doc_liability_compare,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,59.0,0.00011522999999999999,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,no_answer,fin_no_answer_share_count,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,1.0,59.0,4.7969999999999996e-05,1.0,1.0,0.0,1.0,1.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,no_answer,fin_no_answer_share_count,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,1.0,59.0,0.00010477,1.0,1.0,0.0,1.0,1.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,no_answer,fin_no_answer_share_count,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,1.0,59.0,4.8129999999999995e-05,1.0,1.0,0.0,1.0,1.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_deferred_revenue,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,59.0,5.191e-05,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_deferred_revenue,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,59.0,5.204e-05,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_deferred_revenue,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,0.00010706,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,calculation,fin_semantic_infrastructure_margin,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,5.859e-05,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,calculation,fin_semantic_infrastructure_margin,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,5.875e-05,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,calculation,fin_semantic_infrastructure_margin,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,0.00010923,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,table_numeric,fin_semantic_right_of_use_obligation,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,58.0,2.336e-05,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,table_numeric,fin_semantic_right_of_use_obligation,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,3.753e-05,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,table_numeric,fin_semantic_right_of_use_obligation,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,9.473000000000001e-05,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_cyber_event,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,58.0,2.6130000000000002e-05,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_cyber_event,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,59.0,2.6260000000000003e-05,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_cyber_event,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,0.00010698,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_backlog_realization,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,58.0,9.9e-06,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_backlog_realization,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,4.6519999999999995e-05,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,section_navigation,fin_semantic_backlog_realization,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,0.00010484,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,table_numeric,fin_semantic_prior_deferred_balance,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,58.0,1.942e-05,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,table_numeric,fin_semantic_prior_deferred_balance,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,59.0,2.6340000000000002e-05,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,finance,table_numeric,fin_semantic_prior_deferred_balance,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,59.0,0.00010706,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,table_numeric,financebench_id_03029,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,75.0,0.00085249,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,table_numeric,financebench_id_03029,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,76.0,0.0007802099999999999,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,table_numeric,financebench_id_03029,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,76.0,0.00089901,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,table_numeric,financebench_id_04672,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,88.0,0.00156977,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,table_numeric,financebench_id_04672,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,93.0,0.00168692,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,table_numeric,financebench_id_04672,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,74.0,0.00081508,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_00499,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.2638888888888889,81.0,0.0011769299999999999,0.0,0.3333333333333333,0.25,0.0,0.0,context_bloat,"answer_correctness,evidence_recall,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_00499,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.2638888888888889,83.0,0.00117709,0.0,0.3333333333333333,0.25,0.0,0.0,context_bloat,"answer_correctness,evidence_recall,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_00499,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.3611111111111111,73.0,0.00077229,0.0,0.6666666666666666,0.5,0.0,0.0,generation_hallucination,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_01226,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,88.0,0.00154414,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_01226,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,0.875,85.0,0.00143642,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_01226,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,88.0,0.0014369600000000001,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,section_navigation,financebench_id_01865,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,83.0,0.00128043,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,section_navigation,financebench_id_01865,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,84.0,0.00117549,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,section_navigation,financebench_id_01865,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,76.0,0.0009336500000000001,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_00807,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,90.0,0.00166165,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_00807,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,92.0,0.00164992,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_00807,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,83.0,0.0012904799999999999,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,direct_lookup,financebench_id_00941,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,0.875,86.0,0.00143989,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,direct_lookup,financebench_id_00941,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,87.0,0.00139211,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,direct_lookup,financebench_id_00941,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,81.0,0.0012040299999999998,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,section_navigation,financebench_id_01858,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,True,0.875,82.0,0.00123647,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,section_navigation,financebench_id_01858,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,81.0,0.0010563100000000002,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,section_navigation,financebench_id_01858,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.875,78.0,0.0010351100000000001,1.0,1.0,0.25,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_02987,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,84.0,0.0011774399999999999,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_02987,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,85.0,0.00138425,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_02987,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.2916666666666667,82.0,0.00125032,0.0,0.5,0.25,0.0,0.0,context_bloat,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_07966,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.2916666666666667,80.0,0.00108699,0.0,0.5,0.25,0.0,0.0,context_bloat,"answer_correctness,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_07966,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,79.0,0.00089128,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_07966,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,True,0.9166666666666666,72.0,0.00070712,1.0,1.0,0.5,1.0,0.0,,
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_04735,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,85.0,0.00134721,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_04735,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,78.0,0.0008325499999999999,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_04735,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,81.0,0.0011955099999999999,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_07507,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,84.0,0.00131499,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_07507,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,86.0,0.0013089,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_07507,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,84.0,0.00134034,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_03856,bm25,bm25,none,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,84.0,0.00132498,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_03856,hybrid,hybrid,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,77.0,0.00082009,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
eval-wF9-2026-05-08T11:38:13,end-to-end,financebench-open-source,calculation,financebench_id_03856,pageindex-oss,pageindex-oss,bge-m3-proxy,reasoning-oss-llm,exact-match-gold,False,0.16666666666666666,75.0,0.00086945,0.0,0.0,0.0,0.0,0.0,retrieval_miss,"answer_correctness,evidence_recall,context_precision,citation_validity,failure_free"
